egid,gkat,gklas,status,street,zip,city,description,building_type,coordinate_lat,coordinate_lon,area,volume,url
502292849,1060,1276,Existing,Niederhomel 2.3,6206,Neuenkirch,Hühnerhaus,AGRICULTURAL,2656333.018,1217072.5,36,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=502292849_0&time=None&lang=de&topic=ech
223582,1020,1110,Existing,Hubelmatt 9,6206,Neuenkirch,,RESIDENTIAL,2657503.64,1217422.916,64,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=223582_0&time=None&lang=de&topic=ech
190253948,1020,1121,Existing,Sonneland 6a,6206,Neuenkirch,,RESIDENTIAL,2657630.323,1216877.631,73,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=190253948_0&time=None&lang=de&topic=ech
3082728,1020,1110,Existing,Felsenegg 54,6023,Rothenburg,,RESIDENTIAL,2663609.471,1216772.445,74,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=3082728_0&time=None&lang=de&topic=ech
502292840,1060,1274,Existing,Oberlindig 3.1,6206,Neuenkirch,,NON_RESIDENTIAL,2655355.539,1217058.54,20,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=502292840_0&time=None&lang=de&topic=ech
2055309,1060,,Existing,Buzibachstrasse 19,6023,Rothenburg,,NON_RESIDENTIAL,2662211.894,1216077.054,1565,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=2055309_0&time=None&lang=de&topic=ech
2055698,1020,1110,Existing,Fläckehof 70,6023,Rothenburg,,RESIDENTIAL,2662868.591,1216043.178,69,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=2055698_0&time=None&lang=de&topic=ech
2055855,1060,,Existing,Buzibachstrasse 31b,6023,Rothenburg,,NON_RESIDENTIAL,2662183.702,1215920.617,549,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=2055855_0&time=None&lang=de&topic=ech
200305,1030,1122,Existing,Station-West 2,6023,Rothenburg,,RESIDENTIAL,2661625.753,1215376.117,364,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=200305_0&time=None&lang=de&topic=ech
195129,1020,1110,Existing,Kapfrain 7,6020,Emmen,,RESIDENTIAL,2663595.617,1215837.754,112,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=195129_0&time=None&lang=de&topic=ech
200283,1060,1220,Existing,Flecken 34,6023,Rothenburg,,NON_RESIDENTIAL,2663333.903,1216244.351,579,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=200283_0&time=None&lang=de&topic=ech
190088602,1020,1122,Existing,Tannenfels 3,6023,Rothenburg,,RESIDENTIAL,2663304.872,1216596.127,487,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=190088602_0&time=None&lang=de&topic=ech
502293030,1060,1274,Existing,Holderhus 2.1,6206,Neuenkirch,Einstellgebäude,NON_RESIDENTIAL,2657338.506,1216841.246,10,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=502293030_0&time=None&lang=de&topic=ech
200377,1040,,Existing,Unterbürlimoos 3,6023,Rothenburg,,RESIDENTIAL,2660664.759,1217486.288,51,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=200377_0&time=None&lang=de&topic=ech
190590510,1020,1110,Existing,Bertiswilstrasse 68c,6023,Rothenburg,,RESIDENTIAL,2662696.595,1217081.672,81,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=190590510_0&time=None&lang=de&topic=ech
200248,1020,1110,Existing,Friedaustrasse 14c,6023,Rothenburg,,RESIDENTIAL,2663501.372,1216339.347,291,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=200248_0&time=None&lang=de&topic=ech
191971848,1030,1122,Project,Luzernstrasse 11,6206,Neuenkirch,,RESIDENTIAL,2658204.5,1216687.375,,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191971848_0&time=None&lang=de&topic=ech
223435,1020,1110,Existing,Eggstrasse 9,6206,Neuenkirch,,RESIDENTIAL,2657473.624,1216886.867,154,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=223435_0&time=None&lang=de&topic=ech
199607,1020,1110,Existing,Eichenstrasse 13b,6023,Rothenburg,,RESIDENTIAL,2662521.88,1216295.415,144,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=199607_0&time=None&lang=de&topic=ech
191112512,1020,1122,Existing,Lippenrütipark 4,6206,Neuenkirch,Lippenrütipark 4,RESIDENTIAL,2657180.73,1217873.758,494,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191112512_0&time=None&lang=de&topic=ech
195135,1020,1110,Existing,Kapfrain 19,6020,Emmen,,RESIDENTIAL,2663551.894,1215807.311,96,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=195135_0&time=None&lang=de&topic=ech
199940,1020,1110,Existing,Feldheim 8,6023,Rothenburg,,RESIDENTIAL,2663155.401,1216755.139,123,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=199940_0&time=None&lang=de&topic=ech
502292779,1060,1278,Existing,Rüeggeringen 1.1,6206,Neuenkirch,Ökonomiegebäude,AGRICULTURAL,2657895.847,1215083.394,114,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=502292779_0&time=None&lang=de&topic=ech
223535,1020,1122,Existing,Sagiweg 3,6206,Neuenkirch,,RESIDENTIAL,2658314.137,1216475.7,128,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=223535_0&time=None&lang=de&topic=ech
195925,1020,1110,Existing,Geisselermoos 5,6206,Emmen,,RESIDENTIAL,2659733.925,1215486.03,107,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=195925_0&time=None&lang=de&topic=ech
191813594,1060,1271,Existing,Werligen 8.2,6206,Neuenkirch,Oekonomiegebäude,AGRICULTURAL,2657600.348,1216534.726,86,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191813594_0&time=None&lang=de&topic=ech
195117,1020,1110,Existing,Kapfmatte 8,6020,Emmen,,RESIDENTIAL,2663528.021,1215747.429,138,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=195117_0&time=None&lang=de&topic=ech
223517,1040,,Existing,Luzernstrasse 9,6206,Neuenkirch,,RESIDENTIAL,2658166.137,1216716.629,219,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=223517_0&time=None&lang=de&topic=ech
195220,1020,1122,Existing,Mühlematt 14,6020,Emmen,,RESIDENTIAL,2663262.487,1215642.914,329,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=195220_0&time=None&lang=de&topic=ech
502293082,1060,1278,Existing,Emmenwald 1.2,6206,Neuenkirch,Mosterei mit Hühnerstall,AGRICULTURAL,2659175.889,1215925.158,58,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=502293082_0&time=None&lang=de&topic=ech
223398,1020,1110,Existing,Schönegghalde 12,6206,Neuenkirch,,RESIDENTIAL,2657720.287,1216720.048,159,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=223398_0&time=None&lang=de&topic=ech
190243628,1020,1110,Existing,Lindauring 15e,6023,Rothenburg,,RESIDENTIAL,2662879.969,1216813.975,73,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=190243628_0&time=None&lang=de&topic=ech
191578992,1060,1274,Existing,Hasenmoosstrasse 53.2,6023,Rothenburg,Pumpenanlage,NON_RESIDENTIAL,2660625.973,1217133.933,286,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191578992_0&time=None&lang=de&topic=ech
223410,1020,1110,Existing,Klosterhöflirain 4,6206,Neuenkirch,,RESIDENTIAL,2657547.72,1216764.097,88,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=223410_0&time=None&lang=de&topic=ech
223404,1020,1110,Existing,Klosterhöflirain 1,6206,Neuenkirch,,RESIDENTIAL,2657566.578,1216727.468,141,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=223404_0&time=None&lang=de&topic=ech
223721,1020,1122,Existing,Luzernstrasse 36,6206,Neuenkirch,,RESIDENTIAL,2658572.968,1216374.981,80,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=223721_0&time=None&lang=de&topic=ech
3035711,1020,1110,Existing,Krauerhusmatte 13,6206,Neuenkirch,,RESIDENTIAL,2657638.107,1217315.616,56,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=3035711_0&time=None&lang=de&topic=ech
502292776,1060,1274,Existing,Rüeggeringen 2.1,6206,Neuenkirch,,NON_RESIDENTIAL,2657983.303,1215045.111,6,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=502292776_0&time=None&lang=de&topic=ech
191800192,1020,1110,Existing,Bertiswilhöhe 24b,6023,Rothenburg,Wohnhaus,RESIDENTIAL,2662629.745,1217159.043,110,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191800192_0&time=None&lang=de&topic=ech
191800186,1020,1110,Existing,Bertiswilhöhe 21b,6023,Rothenburg,Wohnhaus,RESIDENTIAL,2662694.926,1217167.196,110,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191800186_0&time=None&lang=de&topic=ech
2067440,1020,1121,Existing,Nellenweg 4,6206,Neuenkirch,,RESIDENTIAL,2658165.599,1216516.312,99,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=2067440_0&time=None&lang=de&topic=ech
502292701,1060,1242,Existing,Sonnmattstrasse 1.2,6206,Neuenkirch,Garagen (8),NON_RESIDENTIAL,2659442.486,1216326.183,113,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=502292701_0&time=None&lang=de&topic=ech
223618,1020,1110,Existing,Lippenrüti 8,6206,Neuenkirch,,RESIDENTIAL,2657421.233,1217600.366,105,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=223618_0&time=None&lang=de&topic=ech
190590512,1020,1122,Existing,Bertiswilstrasse 44,6023,Rothenburg,,RESIDENTIAL,2662953.661,1216957.365,1642,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=190590512_0&time=None&lang=de&topic=ech
191993481,1020,1110,Project,Sonneland ,6206,Neuenkirch,Doppeleinfamilienhaus,RESIDENTIAL,2657605.5,1217096.125,,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191993481_0&time=None&lang=de&topic=ech
199948,1020,1110,Existing,Feldheim 22,6023,Rothenburg,,RESIDENTIAL,2663181.635,1216827.1,124,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=199948_0&time=None&lang=de&topic=ech
190590528,1020,1110,Existing,Fläckepark 6,6023,Rothenburg,,RESIDENTIAL,2662757.97,1216201.778,108,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=190590528_0&time=None&lang=de&topic=ech
199611,1020,1122,Existing,Eichenring 3,6023,Rothenburg,,RESIDENTIAL,2662546.791,1216317.891,263,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=199611_0&time=None&lang=de&topic=ech
199651,1020,1110,Existing,Hermolingenhalde 6,6023,Rothenburg,,RESIDENTIAL,2662652.953,1216296.066,116,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=199651_0&time=None&lang=de&topic=ech
223584,1020,1110,Existing,Hubelmatt 11,6206,Neuenkirch,,RESIDENTIAL,2657490.25,1217423.655,64,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=223584_0&time=None&lang=de&topic=ech
191905397,1020,1121,Existing,Gimmermee 8d,6023,Rothenburg,Wohnhaus,RESIDENTIAL,2662358.003,1216605.041,171,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191905397_0&time=None&lang=de&topic=ech
2050941,1020,1110,Existing,Unter-Kapf 18,6020,Emmen,,RESIDENTIAL,2663663.966,1215937.441,94,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=2050941_0&time=None&lang=de&topic=ech
502292644,1060,1278,Existing,Weiherhüsli 12.3,6206,Neuenkirch,Ökonomiegebäude,AGRICULTURAL,2659475.851,1215950.747,359,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=502292644_0&time=None&lang=de&topic=ech
223411,1020,1121,Existing,Klosterhöflirain 2,6206,Neuenkirch,,RESIDENTIAL,2657570.273,1216761.308,149,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=223411_0&time=None&lang=de&topic=ech
199764,1020,1110,Existing,Lindauring 17b,6023,Rothenburg,,RESIDENTIAL,2662856.293,1216768.698,154,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=199764_0&time=None&lang=de&topic=ech
199996,1020,1110,Existing,Felsenegg 12,6023,Rothenburg,,RESIDENTIAL,2663536.144,1216707.247,113,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=199996_0&time=None&lang=de&topic=ech
191580736,1060,1242,Existing,Feldheim 12a.1,6023,Rothenburg,Garage,NON_RESIDENTIAL,2663186.164,1216739.076,17,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191580736_0&time=None&lang=de&topic=ech
191544295,1020,1110,Existing,Grünaurain 16,6206,Neuenkirch,,RESIDENTIAL,2657623.682,1217069.328,176,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191544295_0&time=None&lang=de&topic=ech
200030,1020,1110,Existing,Eschenbachstrasse 38,6023,Rothenburg,,RESIDENTIAL,2663734.166,1216664.673,86,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=200030_0&time=None&lang=de&topic=ech
200384,1030,1121,Existing,Riedhof 4,6023,Rothenburg,,RESIDENTIAL,2661768.11,1217964.328,192,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=200384_0&time=None&lang=de&topic=ech
191655349,1020,1110,Existing,Rudolfstrasse 11b,6023,Rothenburg,Einfamilienhaus,RESIDENTIAL,2662904.71,1216355.565,104,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191655349_0&time=None&lang=de&topic=ech
191991270,1060,1252,Existing,Hasenmoosstrasse 31.3,6023,Rothenburg,Lager- und Betriebsgebäude,NON_RESIDENTIAL,2660728.056,1216252.127,10111,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191991270_0&time=None&lang=de&topic=ech
2384187,1020,1110,Existing,Kapfstrasse 57,6020,Emmen,,RESIDENTIAL,2663555.75,1215647.518,114,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=2384187_0&time=None&lang=de&topic=ech
502293065,1060,1278,Existing,Surseestrasse 42.5,6206,Neuenkirch,Wagenschuppen,AGRICULTURAL,2657768.674,1217445.464,81,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=502293065_0&time=None&lang=de&topic=ech
223798,1030,1121,Existing,Willistatt 15,6206,Neuenkirch,,RESIDENTIAL,2655901.207,1217704.65,99,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=223798_0&time=None&lang=de&topic=ech
199810,1020,1110,Existing,Mauritiusring 21,6023,Rothenburg,,RESIDENTIAL,2662354.86,1216832.974,107,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=199810_0&time=None&lang=de&topic=ech
199572,1020,1110,Existing,Eschenstrasse 1,6023,Rothenburg,,RESIDENTIAL,2662325.917,1216401.087,129,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=199572_0&time=None&lang=de&topic=ech
199839,1020,1110,Existing,Höchweid 6,6023,Rothenburg,,RESIDENTIAL,2662957.03,1217355.732,117,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=199839_0&time=None&lang=de&topic=ech
223644,1020,1110,Existing,Sonnhalde 19,6206,Neuenkirch,,RESIDENTIAL,2659062.229,1216572.607,185,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=223644_0&time=None&lang=de&topic=ech
9009127,1020,1121,Existing,Benziwilstrasse 7a,6020,Emmen,,RESIDENTIAL,2663682.568,1215564.351,135,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=9009127_0&time=None&lang=de&topic=ech
223731,1030,1121,Existing,Weiherhüsli 7,6206,Neuenkirch,,RESIDENTIAL,2659456.677,1216108.076,108,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=223731_0&time=None&lang=de&topic=ech
225975,1020,1121,Existing,Strick 1,6017,Ruswil,,RESIDENTIAL,2655220.289,1216220.809,261,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=225975_0&time=None&lang=de&topic=ech
191424210,1020,1110,Existing,Eschenmatte 28,6023,Rothenburg,Einfamilienhaus,RESIDENTIAL,2662364.598,1216254.026,149,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191424210_0&time=None&lang=de&topic=ech
502292846,1060,1242,Existing,Oberdorf 1.1,6206,Neuenkirch,Garagenunterstand,NON_RESIDENTIAL,2658026.223,1216751.517,73,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=502292846_0&time=None&lang=de&topic=ech
200242,1020,1110,Existing,Friedaustrasse 7,6023,Rothenburg,,RESIDENTIAL,2663446.089,1216366.81,99,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=200242_0&time=None&lang=de&topic=ech
190819410,1030,1122,Existing,Flecken 4,6023,Rothenburg,,RESIDENTIAL,2663271.69,1216156.447,118,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=190819410_0&time=None&lang=de&topic=ech
200233,1020,1122,Existing,Lehnstrasse 24,6023,Rothenburg,,RESIDENTIAL,2663645.285,1216307.92,222,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=200233_0&time=None&lang=de&topic=ech
194949,1020,1122,Existing,Schaubhus 7,6020,Emmen,,RESIDENTIAL,2663687.936,1215151.537,225,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=194949_0&time=None&lang=de&topic=ech
191971106,1060,1271,Existing,Sitenmoos 2.2,6206,Neuenkirch,Ökonomiegebäude,AGRICULTURAL,2658566.36,1215707.22,130,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191971106_0&time=None&lang=de&topic=ech
191800179,1020,1110,Existing,Bertiswilhöhe 18b,6023,Rothenburg,Wohnhaus,RESIDENTIAL,2662699.618,1217202.356,111,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191800179_0&time=None&lang=de&topic=ech
199675,1030,1122,Existing,Stationsstrasse 11,6023,Rothenburg,,RESIDENTIAL,2663032.763,1216192.216,263,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=199675_0&time=None&lang=de&topic=ech
195005,1020,1110,Existing,Bösfeldstrasse 1,6020,Emmen,,RESIDENTIAL,2663257.399,1215248.166,78,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=195005_0&time=None&lang=de&topic=ech
223598,1020,1121,Existing,Hubelrain 16,6206,Neuenkirch,,RESIDENTIAL,2657488.352,1217318.99,138,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=223598_0&time=None&lang=de&topic=ech
502292938,1060,1252,Existing,Lippenrüti 1a.1,6206,Neuenkirch,Lagerhalle,NON_RESIDENTIAL,2657454.203,1217559.378,202,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=502292938_0&time=None&lang=de&topic=ech
223715,1030,1121,Existing,Sitenmoos 2,6206,Neuenkirch,,RESIDENTIAL,2658539.167,1215693.128,231,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=223715_0&time=None&lang=de&topic=ech
502292850,1060,1278,Existing,Niederhomel 2.2,6206,Neuenkirch,Remise,AGRICULTURAL,2656331.249,1217058.031,175,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=502292850_0&time=None&lang=de&topic=ech
2050760,1020,1110,Existing,Ober-Riffig 7,6020,Emmen,,RESIDENTIAL,2662599.647,1215082.829,120,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=2050760_0&time=None&lang=de&topic=ech
3035730,1020,1122,Existing,Feldmatt 7,6206,Neuenkirch,,RESIDENTIAL,2657678.96,1217441.313,328,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=3035730_0&time=None&lang=de&topic=ech
191993482,1020,,Project,Sonneland ,6206,Neuenkirch,Doppeleinfamilienhaus,RESIDENTIAL,2657601.0,1217098.125,,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191993482_0&time=None&lang=de&topic=ech
199621,1020,1110,Existing,Hermolingenhalde 9,6023,Rothenburg,,RESIDENTIAL,2662721.68,1216378.854,149,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=199621_0&time=None&lang=de&topic=ech
195072,1020,1110,Existing,Kapfstrasse 54,6020,Emmen,,RESIDENTIAL,2663551.207,1215699.275,134,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=195072_0&time=None&lang=de&topic=ech
191905380,1060,1242,In construction,Gimmermee 10a.2,6023,Rothenburg,Auto-Einstellhalle,NON_RESIDENTIAL,2662342.0,1216570.0,850,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191905380_0&time=None&lang=de&topic=ech
223564,1020,1110,Existing,Feldmatt 1,6206,Neuenkirch,,RESIDENTIAL,2657639.463,1217445.658,68,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=223564_0&time=None&lang=de&topic=ech
191993468,1020,1110,Project,Sonneland ,6206,Neuenkirch,Doppeleinfamilienhaus,RESIDENTIAL,2657573.0,1217098.125,,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191993468_0&time=None&lang=de&topic=ech
502293100,1060,1242,Existing,Eggstrasse 11.1,6206,Neuenkirch,Garage,NON_RESIDENTIAL,2657443.327,1216884.952,18,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=502293100_0&time=None&lang=de&topic=ech
191613763,1020,1122,Existing,Bertiswilhöhe 3,6023,Rothenburg,Mehrfamilienhaus,RESIDENTIAL,2662560.209,1217288.753,238,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191613763_0&time=None&lang=de&topic=ech
190088596,1020,1110,Existing,Oberhus 5,6023,Rothenburg,,RESIDENTIAL,2663255.355,1216686.373,106,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=190088596_0&time=None&lang=de&topic=ech
191949983,1020,1110,Project,Gimmermee 4c,6023,Rothenburg,Wohnhaus,RESIDENTIAL,2662411.524,1216619.481,94,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191949983_0&time=None&lang=de&topic=ech
223677,1020,1110,Existing,Sonnmattstrasse 7,6206,Neuenkirch,,RESIDENTIAL,2659396.379,1216409.755,97,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=223677_0&time=None&lang=de&topic=ech
502292970,1060,1242,Existing,Krauerhusegg 16.1,6206,Neuenkirch,Garage,NON_RESIDENTIAL,2657505.132,1217252.339,63,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=502292970_0&time=None&lang=de&topic=ech
190244088,1020,1110,Existing,Neugüetliweg 1,6023,Rothenburg,,RESIDENTIAL,2663043.963,1217085.409,95,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=190244088_0&time=None&lang=de&topic=ech
502293092,1060,1274,Existing,Eggstrasse 3.1,6206,Neuenkirch,,NON_RESIDENTIAL,2657472.332,1216835.558,41,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=502293092_0&time=None&lang=de&topic=ech
3082733,1020,1110,Existing,Felsenegg 68,6023,Rothenburg,,RESIDENTIAL,2663565.122,1216771.605,80,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=3082733_0&time=None&lang=de&topic=ech
190067664,1030,1121,Existing,Maiengrün 3,6206,Neuenkirch,,RESIDENTIAL,2657900.81,1217322.257,452,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=190067664_0&time=None&lang=de&topic=ech
223843,1020,1122,Existing,Kenelmattstrasse 10,6206,Neuenkirch,,RESIDENTIAL,2658469.032,1216641.603,158,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=223843_0&time=None&lang=de&topic=ech
223657,1020,1110,Existing,Sonnmattstrasse 30,6206,Neuenkirch,,RESIDENTIAL,2659311.992,1216627.438,113,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=223657_0&time=None&lang=de&topic=ech
190068720,1020,1122,Existing,Bachtalen 4,6020,Emmen,,RESIDENTIAL,2663281.422,1215851.066,394,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=190068720_0&time=None&lang=de&topic=ech
502293131,1060,1274,Existing,Amsig 2.3,6206,Neuenkirch,,NON_RESIDENTIAL,2656635.76,1215991.727,15,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=502293131_0&time=None&lang=de&topic=ech
195106,1030,1122,Existing,Kapfhalde 23,6020,Emmen,,RESIDENTIAL,2663699.427,1215788.698,248,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=195106_0&time=None&lang=de&topic=ech
191859197,1060,1242,Existing,Egghalde 2.1,6206,Neuenkirch,Carport,NON_RESIDENTIAL,2657572.404,1216808.488,8,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191859197_0&time=None&lang=de&topic=ech
190211511,1020,1110,Existing,Im Grünen 12,6206,Neuenkirch,,RESIDENTIAL,2658064.928,1217071.781,98,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=190211511_0&time=None&lang=de&topic=ech
191905415,1020,1121,In construction,Gimmermee 12c,6023,Rothenburg,Wohnhaus,RESIDENTIAL,2662298.454,1216606.779,171,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=191905415_0&time=None&lang=de&topic=ech
223816,1020,1110,Existing,Lippenrüti 11,6206,Neuenkirch,,RESIDENTIAL,2657284.871,1217519.324,139,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=223816_0&time=None&lang=de&topic=ech
200289,1040,,Existing,Friedauweg 2,6023,Rothenburg,,RESIDENTIAL,2663305.444,1216410.664,163,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=200289_0&time=None&lang=de&topic=ech
199771,1020,1110,Existing,Bertholdstrasse 2,6023,Rothenburg,,RESIDENTIAL,2662427.064,1216738.12,97,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=199771_0&time=None&lang=de&topic=ech
3035700,1020,1110,Existing,Krauerhusmatte 2,6206,Neuenkirch,,RESIDENTIAL,2657591.435,1217345.861,67,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=3035700_0&time=None&lang=de&topic=ech
199746,1020,1122,Existing,Lindauring 10,6023,Rothenburg,,RESIDENTIAL,2662940.843,1216762.038,203,,https://map.geo.admin.ch/?ch.bfs.gebaeude_wohnungs_register=199746_0&time=None&lang=de&topic=ech
